beta1_1 beta2_1 beta1_2 beta2_2 
22.27163 4.081665 -29.55406 -3.956115 
22.05103 4.9016 -30.28205 -4.092774 
22.6567 4.711716 -30.87412 -3.927295 
23.19785 3.375449 -31.91122 -4.063976 
24.23602 5.063055 -32.72006 -3.387076 
21.17162 5.32852 -31.2646 -4.03454 
21.96716 4.601926 -31.08232 -4.006566 
22.98026 4.362089 -30.66475 -3.916607 
22.85236 3.591836 -29.5349 -4.038762 
22.80089 4.416666 -31.32024 -3.604286 
24.44895 5.179584 -31.20416 -4.191101 
20.16369 4.442601 -30.48334 -4.201387 
22.50257 4.701064 -30.2728 -4.260358 
21.56886 4.653727 -29.3998 -4.143445 
21.90093 3.662507 -30.16635 -4.041271 
22.6465 4.08257 -32.31783 -4.117524 
21.86182 3.926168 -32.61074 -4.119032 
20.9197 5.238195 -31.16544 -4.060021 
23.06795 4.460368 -32.20378 -4.053325 
24.8964 4.351423 -33.90295 -4.222472 
-18.1792 4.268954 -1.958547 -4.032179 
22.7424 3.722338 -32.48081 -4.016229 
128.4162 4.115858 -131.6397 -3.825485 
33.12202 4.735586 -43.17708 -3.707106 
27.23962 4.600396 -37.99737 -3.890194 
32.87806 4.234596 -41.52502 -4.131101 
23.03684 5.436835 -31.37844 -3.994541 
28.15527 4.288965 -33.61761 -4.097243 
20.28575 4.215819 -30.20248 -4.111531 
22.84352 5.529923 -29.7358 -3.820622 
24.35519 5.380595 -28.83026 -3.972704 
23.27973 5.405181 -29.97265 -4.082922 
23.29478 4.654731 -29.85795 -3.940819 
23.94825 4.618349 -30.6445 -4.364799 
22.35957 4.495367 -31.44949 -3.840521 
21.83395 4.581396 -31.88379 -4.041428 
21.30121 3.893478 -30.90027 -4.254515 
21.86879 5.195078 -30.20797 -4.075303 
19.83524 4.095358 -29.91492 -3.643353 
23.53859 4.733559 -30.80055 -4.104249 
22.54239 4.808532 -30.86271 -4.319677 
22.88895 2.954761 -30.79387 -4.12455 
21.74849 4.978609 -31.0356 -3.779452 
21.5906 3.770292 -30.53816 -3.999238 
22.62452 4.882817 -31.0568 -4.068134 
23.10089 3.86217 -31.68824 -4.197719 
21.67998 3.411323 -29.80408 -3.592747 
21.70824 4.718639 -31.99362 -4.190084 
22.28008 5.349221 -31.55065 -4.24677 
22.32924 4.752429 -32.08785 -4.124744 
22.1223 4.529929 -31.38885 -3.93482 
22.86145 2.035827 -30.81182 -4.122624 
24.98372 4.660709 -32.02103 -3.970846 
24.96989 4.202289 -31.54269 -4.069862 
21.95291 4.759726 -30.22341 -4.113777 
23.01455 5.33017 -30.8478 -4.829567 
21.10252 3.678341 -30.47262 -4.030933 
20.45215 4.10787 -30.16907 -3.969664 
21.32243 4.317308 -30.60612 -4.021642 
22.19532 5.809158 -30.8666 -3.998637 
20.97384 4.187383 -29.41927 -4.162579 
20.78917 4.765817 -29.96587 -3.904283 
28.71575 5.325754 -35.69531 -3.919868 
26.5674 3.712458 -33.98075 -3.753939 
23.91827 4.593788 -30.78612 -4.209386 
20.94455 5.138045 -30.13201 -4.012081 
23.67198 5.373672 -32.02621 -4.067819 
20.54915 3.801713 -29.82327 -4.044258 
29.02762 4.350596 -34.4063 -4.020266 
29.50163 3.550988 -33.72553 -4.029514 
22.66036 4.564423 -29.9141 -4.179708 
22.9582 3.924096 -29.98725 -3.54693 
19.91192 4.554267 -29.53428 -4.116199 
20.83288 3.422912 -29.65009 -4.122856 
21.91994 4.653416 -30.6013 -4.101228 
21.04888 5.480479 -30.56511 -3.980407 
22.02017 5.181306 -30.58778 -3.993429 
21.51381 4.985886 -30.28183 -3.855722 
21.88709 5.035836 -31.44428 -3.847058 
21.82505 4.125038 -31.34496 -3.790654 
24.57555 3.873285 -31.19464 -4.01558 
22.01687 2.485151 -30.56848 -4.073524 
22.95786 5.346115 -30.35245 -4.045287 
24.71503 5.436186 -29.91291 -4.058824 
28.87884 4.869182 -30.97917 -4.226263 
21.1103 4.64558 -29.9205 -3.80371 
22.78661 5.222039 -29.88979 -3.932834 
22.16349 4.571102 -30.75 -4.160985 
23.86592 3.570647 -33.36335 -3.951364 
21.52309 4.952254 -30.56761 -4.213809 
21.756 5.096277 -31.2926 -3.863664 
22.25113 4.126961 -30.54218 -4.020291 
23.04601 4.934523 -30.88116 -3.842676 
22.38837 4.051633 -30.9846 -4.00048 
22.0659 4.481599 -31.12936 -3.929924 
22.7986 4.750911 -31.36019 -3.738753 
22.13388 4.214993 -30.0445 -3.830922 
25.30612 4.330819 -31.4674 -4.063198 
22.91004 4.466654 -30.66742 -3.942047 
22.30159 5.579028 -30.62515 -3.714839 
22.90908 3.836881 -31.31223 -4.079727 
26.11617 4.670915 -34.00508 -4.18159 
